model;rok;cena;cena_srednia;cena_procent;przebieg;przebieg_sredni;przebieg_procent;wiek_ogloszenia;link
Mercedes-Benz ML;2013;24.9;26.52;-6.1;93.3;145.77;-36.0;30;autoscout24.ch/en/d/11674384
Mercedes-Benz ML;2014;24.9;26.85;-7.3;132.0;148.83;-11.3;407;autoscout24.ch/en/d/10654220
Mercedes-Benz ML;2013;23.901;26.52;-9.9;136.0;145.77;-6.7;62;autoscout24.ch/en/d/11590261
Mercedes-Benz ML;2012;21.9;25.6;-14.5;148.59;179.57;-17.3;210;autoscout24.ch/en/d/11159679
Mercedes-Benz ML;2011;16.9;19.9;-15.1;137.0;155.55;-11.9;61;autoscout24.ch/en/d/11592365
Mercedes-Benz ML;2012;21.4;25.6;-16.4;149.985;179.57;-16.5;62;autoscout24.ch/en/d/11590382
Mercedes-Benz ML;2006;12.5;18.42;-32.1;112.0;142.7;-21.5;386;autoscout24.ch/en/d/10711315
Mercedes-Benz SL;2002;27.0;28.67;-5.8;65.0;95.71;-32.1;28;autoscout24.ch/en/d/11681901
Mercedes-Benz SL;2003;38.9;41.58;-6.4;56.5;81.11;-30.3;633;autoscout24.ch/en/d/4673722
Mercedes-Benz SL;2006;24.97;26.78;-6.8;49.0;94.13;-47.9;1;autoscout24.ch/en/d/11736780
Mercedes-Benz SL;2002;26.3;28.67;-8.3;43.5;95.71;-54.6;23;autoscout24.ch/en/d/11692294
Mercedes-Benz SL;1992;24.995;27.36;-8.6;78.202;108.58;-28.0;314;autoscout24.ch/en/d/10899067
Mercedes-Benz SL;2012;42.99;47.07;-8.7;52.0;67.73;-23.2;133;autoscout24.ch/en/d/11404088
Mercedes-Benz SL;2013;39.9;44.72;-10.8;44.2;86.98;-49.2;50;autoscout24.ch/en/d/11622302
Mercedes-Benz SL;1994;22.9;25.79;-11.2;85.8;115.31;-25.6;633;autoscout24.ch/en/d/9874168
Mercedes-Benz SL;2012;41.5;47.07;-11.8;48.0;67.73;-29.1;95;autoscout24.ch/en/d/11508590
Mercedes-Benz SL;1992;23.9;27.36;-12.6;85.058;108.58;-21.7;226;autoscout24.ch/en/d/11128572
Mercedes-Benz SL;2002;25.0;28.67;-12.8;55.254;95.71;-42.3;103;autoscout24.ch/en/d/11487195
Mercedes-Benz SL;2002;24.98;28.67;-12.9;30.0;95.71;-68.7;19;autoscout24.ch/en/d/11704483
Mercedes-Benz SL;1990;22.0;25.58;-14.0;92.0;114.38;-19.6;66;autoscout24.ch/en/d/11583386
Mercedes-Benz SL;2007;30.0;34.9;-14.0;60.0;78.68;-23.7;119;autoscout24.ch/en/d/11441800
Mercedes-Benz SL;2001;29.999;34.93;-14.1;33.5;69.69;-51.9;633;autoscout24.ch/en/d/9762813
Mercedes-Benz SL;2012;39.9;47.07;-15.2;48.0;67.73;-29.1;211;autoscout24.ch/en/d/11155259
Mercedes-Benz SL;2012;39.8;47.07;-15.4;54.425;67.73;-19.6;71;autoscout24.ch/en/d/11563886
Mercedes-Benz SL;2001;29.5;34.93;-15.5;37.0;69.69;-46.9;9;autoscout24.ch/en/d/11721763
Mercedes-Benz SL;2003;34.98;41.58;-15.9;69.0;81.11;-14.9;2;autoscout24.ch/en/d/11733248
Mercedes-Benz SL;1992;22.999;27.36;-15.9;48.6;108.58;-55.2;376;autoscout24.ch/en/d/10734212
Mercedes-Benz SL;2009;43.5;52.13;-16.6;35.9;62.29;-42.4;633;autoscout24.ch/en/d/8853913
Mercedes-Benz SL;2002;23.8;28.67;-17.0;54.0;95.71;-43.6;42;autoscout24.ch/en/d/11646122
Mercedes-Benz SL;2002;23.6;28.67;-17.7;69.0;95.71;-27.9;124;autoscout24.ch/en/d/11428259
Mercedes-Benz SL;2003;33.9;41.58;-18.5;72.0;81.11;-11.2;28;autoscout24.ch/en/d/11692134
Mercedes-Benz SL;2008;32.89;41.35;-20.5;66.389;87.64;-24.2;121;autoscout24.ch/en/d/11425626
Mercedes-Benz SL;1997;29.8;38.07;-21.7;70.6;94.27;-25.1;633;autoscout24.ch/en/d/151
Mercedes-Benz SL;2011;25.35;32.57;-22.2;69.6;80.85;-13.9;84;autoscout24.ch/en/d/11536874
Mercedes-Benz SL;2010;36.666;47.31;-22.5;67.0;90.42;-25.9;355;autoscout24.ch/en/d/10783851
Mercedes-Benz SL;1994;19.8;25.79;-23.2;102.0;115.31;-11.5;633;autoscout24.ch/en/d/8933724
Mercedes-Benz SL;1996;28.99;38.71;-25.1;71.98;88.77;-18.9;98;autoscout24.ch/en/d/11489098
Mercedes-Benz SL;1996;28.9;38.71;-25.3;80.888;88.77;-8.9;633;autoscout24.ch/en/d/9639152
Mercedes-Benz SL;2006;20.0;26.78;-25.3;79.5;94.13;-15.5;308;autoscout24.ch/en/d/10916081
Mercedes-Benz SL;2012;34.9;47.07;-25.9;64.1;67.73;-5.4;65;autoscout24.ch/en/d/11578786
Mercedes-Benz SL;2001;25.9;34.93;-25.9;42.8;69.69;-38.6;103;autoscout24.ch/en/d/11486126
Mercedes-Benz SL;1994;18.9;25.79;-26.7;99.0;115.31;-14.1;64;autoscout24.ch/en/d/11583838
Mercedes-Benz SL;2008;29.999;41.35;-27.5;69.0;87.64;-21.3;425;autoscout24.ch/en/d/10599521
Mercedes-Benz SL;2008;29.9;41.35;-27.7;81.0;87.64;-7.6;271;autoscout24.ch/en/d/11018750
Mercedes-Benz SL;2001;22.9;34.93;-34.4;52.022;69.69;-25.4;23;autoscout24.ch/en/d/11693335
Mercedes-Benz SL;2005;28.5;44.59;-36.1;72.0;76.79;-6.2;293;autoscout24.ch/en/d/10959282
Mercedes-Benz SL;2004;27.0;42.89;-37.0;65.9;81.51;-19.2;126;autoscout24.ch/en/d/11415984
Mercedes-Benz SL;2007;21.89;34.9;-37.3;71.0;78.68;-9.8;42;autoscout24.ch/en/d/11645175
Mercedes-Benz SL;1992;16.886;27.36;-38.3;73.0;108.58;-32.8;202;autoscout24.ch/en/d/11183284
Mercedes-Benz SL;2005;26.9;44.59;-39.7;46.786;76.79;-39.1;325;autoscout24.ch/en/d/10866952
Mercedes-Benz SL;2008;24.9;41.35;-39.8;83.0;87.64;-5.3;55;autoscout24.ch/en/d/11610523
Mercedes-Benz SL;2010;27.9;47.31;-41.0;79.5;90.42;-12.1;4;autoscout24.ch/en/d/11741060
Mercedes-Benz SL;2010;26.9;47.31;-43.1;64.0;90.42;-29.2;146;autoscout24.ch/en/d/11363856
Mercedes-Benz SL;2004;22.89;42.89;-46.6;65.0;81.51;-20.3;8;autoscout24.ch/en/d/11724144
Mercedes-Benz SLC;2016;30.8;33.66;-8.5;39.6;54.87;-27.8;20;autoscout24.ch/en/d/11700357
Mercedes-Benz SLC;2018;27.9;31.0;-10.0;24.9;43.48;-42.7;366;autoscout24.ch/en/d/10752335
Mercedes-Benz SLC;2017;32.5;36.8;-11.7;37.0;47.05;-21.4;348;autoscout24.ch/en/d/10801865
Mercedes-Benz SLC;2018;25.9;31.0;-16.5;39.0;43.48;-10.3;377;autoscout24.ch/en/d/10733500
Mercedes-Benz SLC;2018;25.69;31.0;-17.1;31.25;43.48;-28.1;99;autoscout24.ch/en/d/11487774
Mercedes-Benz SLK;2011;17.9;18.92;-5.4;47.0;97.65;-51.9;149;autoscout24.ch/en/d/11355299
Mercedes-Benz SLK;2004;12.999;13.74;-5.4;43.7;103.49;-57.8;477;autoscout24.ch/en/d/10449500
Mercedes-Benz SLK;2005;11.99;12.88;-6.9;105.0;114.25;-8.1;184;autoscout24.ch/en/d/11238829
Mercedes-Benz SLK;2005;11.9;12.88;-7.6;90.0;114.25;-21.2;130;autoscout24.ch/en/d/11408910
Mercedes-Benz SLK;2007;11.8;12.86;-8.2;95.6;113.58;-15.8;171;autoscout24.ch/en/d/11284867
Mercedes-Benz SLK;2011;17.199;18.92;-9.1;54.55;97.65;-44.1;51;autoscout24.ch/en/d/11618010
Mercedes-Benz SLK;2012;19.999;23.31;-14.2;47.5;105.14;-54.8;317;autoscout24.ch/en/d/10891771
Mercedes-Benz SLK;2012;19.9;23.31;-14.6;83.0;105.14;-21.1;298;autoscout24.ch/en/d/10944757
Mercedes-Benz SLK;2012;19.9;23.31;-14.6;30.372;105.14;-71.1;55;autoscout24.ch/en/d/11619888
Mercedes-Benz SLK;1998;6.55;7.68;-14.7;109.98;144.34;-23.8;10;autoscout24.ch/en/d/11721523
Mercedes-Benz SLK;2007;10.9;12.86;-15.2;99.0;113.58;-12.8;217;autoscout24.ch/en/d/11142165
Mercedes-Benz SLK;2005;10.9;12.88;-15.4;99.5;114.25;-12.9;148;autoscout24.ch/en/d/11360077
Mercedes-Benz SLK;2005;10.9;12.88;-15.4;86.2;114.25;-24.6;104;autoscout24.ch/en/d/11475406
Mercedes-Benz SLK;1998;6.5;7.68;-15.4;62.2;144.34;-56.9;456;autoscout24.ch/en/d/10512533
Mercedes-Benz SLK;2012;19.5;23.31;-16.3;72.0;105.14;-31.5;511;autoscout24.ch/en/d/10349820
Mercedes-Benz SLK;2003;8.9;10.78;-17.4;124.1;131.68;-5.8;614;autoscout24.ch/en/d/10076820
Mercedes-Benz SLK;2012;18.9;23.31;-18.9;98.0;105.14;-6.8;25;autoscout24.ch/en/d/11688570
Mercedes-Benz SLK;2011;14.999;18.92;-20.7;92.0;97.65;-5.8;66;autoscout24.ch/en/d/11573950
Mercedes-Benz SLK;2008;8.99;11.41;-21.2;104.0;120.23;-13.5;13;autoscout24.ch/en/d/11716593
Mercedes-Benz SLK;2006;11.4;14.53;-21.5;59.0;106.96;-44.8;174;autoscout24.ch/en/d/11278588
Mercedes-Benz SLK;1999;7.5;10.5;-28.6;107.2;122.38;-12.4;103;autoscout24.ch/en/d/11487936
Mercedes-Benz SLK;2000;7.9;11.32;-30.2;73.116;90.75;-19.4;164;autoscout24.ch/en/d/11306517
Mercedes-Benz SLK;2005;8.9;12.88;-30.9;77.0;114.25;-32.6;65;autoscout24.ch/en/d/11577175
Mercedes-Benz SLK;2009;11.9;17.29;-31.2;99.4;117.86;-15.7;84;autoscout24.ch/en/d/11538186
Mercedes-Benz SLK;2009;11.5;17.29;-33.5;87.252;117.86;-26.0;14;autoscout24.ch/en/d/11724651
Mercedes-Benz SLK;2002;7.5;11.3;-33.6;123.5;130.14;-5.1;535;autoscout24.ch/en/d/10274997
Mercedes-Benz SLK;2014;19.8;29.85;-33.7;81.9;93.45;-12.4;286;autoscout24.ch/en/d/10977133
Mercedes-Benz SLK;2003;6.9;10.78;-36.0;118.5;131.68;-10.0;131;autoscout24.ch/en/d/11408008
Mercedes-Benz SLK;2012;14.8;23.31;-36.5;75.0;105.14;-28.7;119;autoscout24.ch/en/d/11433530
Mercedes-Benz SLK;2004;8.5;13.74;-38.1;57.5;103.49;-44.4;6;autoscout24.ch/en/d/11737649
Mercedes-Benz SLK;2007;7.9;12.86;-38.6;95.0;113.58;-16.4;24;autoscout24.ch/en/d/11698542
Mercedes-Benz SLK;2003;5.9;10.78;-45.3;117.0;131.68;-11.1;120;autoscout24.ch/en/d/11429536
Mini Cabrio;2011;8.9;9.37;-5.0;104.0;116.73;-10.9;208;autoscout24.ch/en/d/11164247
Mini Cabrio;2011;8.9;9.37;-5.0;103.0;116.73;-11.8;1;autoscout24.ch/en/d/11737018
Mini Cabrio;2009;8.999;9.48;-5.1;104.9;115.93;-9.5;89;autoscout24.ch/en/d/11513764
Mini Cabrio;2019;24.9;26.3;-5.3;37.0;53.23;-30.5;65;autoscout24.ch/en/d/11576783
Mini Cabrio;2021;29.0;30.67;-5.4;30.0;39.31;-23.7;41;autoscout24.ch/en/d/11648167
Mini Cabrio;2021;28.9;30.67;-5.8;25.8;39.31;-34.4;52;autoscout24.ch/en/d/11614780
Mini Cabrio;2009;8.9;9.48;-6.1;89.0;115.93;-23.2;21;autoscout24.ch/en/d/11699805
Mini Cabrio;2020;26.5;28.26;-6.2;18.0;49.04;-63.3;307;autoscout24.ch/en/d/10920216
Mini Cabrio;2023;31.55;34.12;-7.5;11.0;13.12;-16.2;55;autoscout24.ch/en/d/11619891
Mini Cabrio;2023;31.55;34.12;-7.5;9.0;13.12;-31.4;55;autoscout24.ch/en/d/11619896
Mini Cabrio;2008;5.9;6.51;-9.4;142.0;165.58;-14.2;111;autoscout24.ch/en/d/11455844
Mini Cabrio;2016;16.9;19.16;-11.8;70.0;75.75;-7.6;86;autoscout24.ch/en/d/11531419
Mini Cabrio;2020;24.9;28.26;-11.9;24.5;49.04;-50.0;71;autoscout24.ch/en/d/11562935
Mini Cabrio;2023;29.85;34.12;-12.5;10.0;13.12;-23.8;55;autoscout24.ch/en/d/11619893
Mini Cabrio;2023;29.85;34.12;-12.5;8.0;13.12;-39.0;50;autoscout24.ch/en/d/11631018
Mini Cabrio;2023;29.85;34.12;-12.5;7.0;13.12;-46.6;55;autoscout24.ch/en/d/11619894
Mini Cabrio;2010;6.85;7.88;-13.1;96.0;126.19;-23.9;23;autoscout24.ch/en/d/11693207
Mini Cabrio;2016;16.5;19.16;-13.9;65.6;75.75;-13.4;633;autoscout24.ch/en/d/9600334
Mini Cabrio;2008;5.59;6.51;-14.1;146.0;165.58;-11.8;56;autoscout24.ch/en/d/11606735
Mini Cabrio;2011;7.999;9.37;-14.6;94.0;116.73;-19.5;131;autoscout24.ch/en/d/11407588
Mini Cabrio;2020;23.8;28.26;-15.8;15.1;49.04;-69.2;140;autoscout24.ch/en/d/11383827
Mini Cabrio;2018;18.99;22.87;-17.0;49.0;55.78;-12.2;131;autoscout24.ch/en/d/11407307
Mini Cabrio;2021;24.99;30.67;-18.5;20.2;39.31;-48.6;153;autoscout24.ch/en/d/11343146
Mini Cabrio;2011;7.4;9.37;-21.0;65.282;116.73;-44.1;96;autoscout24.ch/en/d/11497804
Mini Cabrio;2018;17.9;22.87;-21.7;45.2;55.78;-19.0;1;autoscout24.ch/en/d/11736719
Mini Cabrio;2019;19.5;26.3;-25.9;50.0;53.23;-6.1;30;autoscout24.ch/en/d/11675999
Mini Cabrio;2017;13.79;19.32;-28.6;59.4;67.49;-12.0;127;autoscout24.ch/en/d/11420192
Mini Clubman;2019;23.98;26.04;-7.9;58.9;68.93;-14.6;167;autoscout24.ch/en/d/11301343
Mini Clubman;2009;5.9;6.74;-12.5;112.0;150.48;-25.6;633;autoscout24.ch/en/d/9938207
Mini Clubman;2018;18.5;21.2;-12.7;81.0;85.27;-5.0;63;autoscout24.ch/en/d/11586988
Mini Clubman;2016;13.9;15.96;-12.9;76.0;109.95;-30.9;108;autoscout24.ch/en/d/11461483
Mini Clubman;2009;5.85;6.74;-13.2;135.0;150.48;-10.3;2;autoscout24.ch/en/d/11735631
Mini Clubman;2022;31.9;37.41;-14.7;17.5;20.42;-14.3;76;autoscout24.ch/en/d/11558290
Mini Clubman;2017;15.5;18.22;-14.9;66.0;85.45;-22.8;320;autoscout24.ch/en/d/10882778
Mini Clubman;2019;21.28;26.04;-18.3;58.0;68.93;-15.9;48;autoscout24.ch/en/d/11637788
Mini Clubman;2017;14.6;18.22;-19.9;65.0;85.45;-23.9;114;autoscout24.ch/en/d/11446029
Mini Clubman;2017;12.95;18.22;-28.9;81.0;85.45;-5.2;77;autoscout24.ch/en/d/11547434
Mini Clubman;2008;3.999;5.82;-31.3;124.0;143.5;-13.6;26;autoscout24.ch/en/d/11688146
Mini Cooper;2018;16.8;17.78;-5.5;60.0;74.56;-19.5;179;autoscout24.ch/en/d/11259604
Mini Cooper;2015;11.9;12.61;-5.6;89.8;109.66;-18.1;568;autoscout24.ch/en/d/10184373
Mini Cooper;2020;23.99;25.44;-5.7;37.1;46.89;-20.9;49;autoscout24.ch/en/d/11624204
Mini Cooper;2023;30.49;32.43;-6.0;4.7;10.85;-56.7;212;autoscout24.ch/en/d/11152975
Mini Cooper;2021;24.0;25.53;-6.0;19.9;50.24;-60.4;572;autoscout24.ch/en/d/10174414
Mini Cooper;2008;6.9;7.35;-6.1;125.0;132.03;-5.3;156;autoscout24.ch/en/d/11333808
Mini Cooper;2020;23.9;25.44;-6.1;41.0;46.89;-12.6;52;autoscout24.ch/en/d/11614809
Mini Cooper;2020;23.9;25.44;-6.1;36.0;46.89;-23.2;77;autoscout24.ch/en/d/11544380
Mini Cooper;2019;19.0;20.3;-6.4;60.0;68.97;-13.0;32;autoscout24.ch/en/d/11679992
Mini Cooper;2021;23.9;25.53;-6.4;33.86;50.24;-32.6;434;autoscout24.ch/en/d/10574208
Mini Cooper;2019;18.9;20.3;-6.9;49.723;68.97;-27.9;188;autoscout24.ch/en/d/11230784
Mini Cooper;2018;16.5;17.78;-7.2;68.0;74.56;-8.8;38;autoscout24.ch/en/d/11654723
Mini Cooper;2018;16.5;17.78;-7.2;59.988;74.56;-19.5;131;autoscout24.ch/en/d/11407207
Mini Cooper;2023;29.9;32.43;-7.8;8.5;10.85;-21.7;135;autoscout24.ch/en/d/11396472
Mini Cooper;2010;5.9;6.42;-8.1;108.0;128.38;-15.9;6;autoscout24.ch/en/d/11728199
Mini Cooper;2015;11.5;12.61;-8.8;103.6;109.66;-5.5;313;autoscout24.ch/en/d/10903351
Mini Cooper;2014;11.9;13.09;-9.1;67.14;80.31;-16.4;331;autoscout24.ch/en/d/10849246
Mini Cooper;2013;9.99;11.05;-9.6;93.9;119.84;-21.6;56;autoscout24.ch/en/d/11606922
Mini Cooper;2012;6.999;7.75;-9.7;120.0;131.24;-8.6;33;autoscout24.ch/en/d/11669544
Mini Cooper;2016;12.3;13.65;-9.9;91.5;99.09;-7.7;38;autoscout24.ch/en/d/11653518
Mini Cooper;2020;22.9;25.44;-10.0;41.6;46.89;-11.3;41;autoscout24.ch/en/d/11655313
Mini Cooper;2013;9.9;11.05;-10.4;104.9;119.84;-12.5;106;autoscout24.ch/en/d/11478813
Mini Cooper;2023;29.0;32.43;-10.6;4.9;10.85;-54.8;148;autoscout24.ch/en/d/11358451
Mini Cooper;2002;3.499;3.92;-10.7;127.8;162.34;-21.3;43;autoscout24.ch/en/d/11640803
Mini Cooper;2012;6.9;7.75;-11.0;98.0;131.24;-25.3;35;autoscout24.ch/en/d/11663690
Mini Cooper;2010;5.65;6.42;-12.0;71.35;128.38;-44.4;233;autoscout24.ch/en/d/11114718
Mini Cooper;2023;28.5;32.43;-12.1;6.5;10.85;-40.1;78;autoscout24.ch/en/d/11553088
Mini Cooper;2020;21.9;25.44;-13.9;42.0;46.89;-10.4;53;autoscout24.ch/en/d/11623563
Mini Cooper;2023;27.9;32.43;-14.0;8.9;10.85;-18.0;279;autoscout24.ch/en/d/10995659
Mini Cooper;2020;21.89;25.44;-14.0;36.9;46.89;-21.3;423;autoscout24.ch/en/d/10605005
Mini Cooper;2023;27.85;32.43;-14.1;10.0;10.85;-7.8;55;autoscout24.ch/en/d/11618441
Mini Cooper;2010;5.5;6.42;-14.3;39.52;128.38;-69.2;5;autoscout24.ch/en/d/11728991
Mini Cooper;2020;21.5;25.44;-15.5;35.0;46.89;-25.4;22;autoscout24.ch/en/d/11696961
Mini Cooper;2020;21.5;25.44;-15.5;30.0;46.89;-36.0;23;autoscout24.ch/en/d/11694195
Mini Cooper;2022;25.999;30.76;-15.5;3.8;20.84;-81.8;259;autoscout24.ch/en/d/11050245
Mini Cooper;2022;25.9;30.76;-15.8;6.0;20.84;-71.2;37;autoscout24.ch/en/d/11657082
Mini Cooper;2018;14.9;17.78;-16.2;64.186;74.56;-13.9;45;autoscout24.ch/en/d/11636107
Mini Cooper;2018;14.9;17.78;-16.2;19.5;74.56;-73.8;13;autoscout24.ch/en/d/11715308
Mini Cooper;2023;26.85;32.43;-17.2;8.0;10.85;-26.3;56;autoscout24.ch/en/d/11615592
Mini Cooper;2023;26.85;32.43;-17.2;6.0;10.85;-44.7;49;autoscout24.ch/en/d/11635578
Mini Cooper;2023;26.85;32.43;-17.2;6.0;10.85;-44.7;55;autoscout24.ch/en/d/11618443
Mini Cooper;2022;25.4;30.76;-17.4;15.6;20.84;-25.1;31;autoscout24.ch/en/d/11681391
Mini Cooper;2014;10.8;13.09;-17.5;76.234;80.31;-5.1;1;autoscout24.ch/en/d/11749033
Mini Cooper;2017;11.6;14.18;-18.2;59.0;98.6;-40.2;1;autoscout24.ch/en/d/11738436
Mini Cooper;2018;14.5;17.78;-18.4;63.0;74.56;-15.5;1;autoscout24.ch/en/d/11747994
Mini Cooper;2013;8.97;11.05;-18.8;74.8;119.84;-37.6;321;autoscout24.ch/en/d/10881535
Mini Cooper;2018;14.399;17.78;-19.0;62.4;74.56;-16.3;63;autoscout24.ch/en/d/11586317
Mini Cooper;2011;7.9;9.77;-19.1;115.0;124.29;-7.5;111;autoscout24.ch/en/d/11456056
Mini Cooper;2022;24.9;30.76;-19.1;12.99;20.84;-37.7;22;autoscout24.ch/en/d/11695549
Mini Cooper;2022;24.9;30.76;-19.1;9.6;20.84;-53.9;30;autoscout24.ch/en/d/11684635
Mini Cooper;2007;4.9;6.11;-19.8;120.5;130.46;-7.6;287;autoscout24.ch/en/d/10974313
Mini Cooper;2007;4.9;6.11;-19.8;114.79;130.46;-12.0;160;autoscout24.ch/en/d/11323249
Mini Cooper;2023;25.9;32.43;-20.1;9.9;10.85;-8.8;252;autoscout24.ch/en/d/11067125
Mini Cooper;2016;10.9;13.65;-20.1;71.0;99.09;-28.3;44;autoscout24.ch/en/d/11637187
Mini Cooper;2016;10.9;13.65;-20.1;70.9;99.09;-28.4;3;autoscout24.ch/en/d/11741792
Mini Cooper;2008;5.79;7.35;-21.2;95.425;132.03;-27.7;11;autoscout24.ch/en/d/11729566
Mini Cooper;2013;8.7;11.05;-21.3;104.4;119.84;-12.9;121;autoscout24.ch/en/d/11426621
Mini Cooper;2018;14.0;17.78;-21.3;51.3;74.56;-31.2;3;autoscout24.ch/en/d/11741978
Mini Cooper;2015;9.9;12.61;-21.5;93.996;109.66;-14.3;24;autoscout24.ch/en/d/11691599
Mini Cooper;2015;9.9;12.61;-21.5;76.499;109.66;-30.2;308;autoscout24.ch/en/d/10916347
Mini Cooper;2015;9.9;12.61;-21.5;65.0;109.66;-40.7;1;autoscout24.ch/en/d/11738845
Mini Cooper;2015;9.87;12.61;-21.7;74.2;109.66;-32.3;39;autoscout24.ch/en/d/11652309
Mini Cooper;2018;13.9;17.78;-21.8;61.3;74.56;-17.8;70;autoscout24.ch/en/d/11566644
Mini Cooper;2013;8.5;11.05;-23.1;82.0;119.84;-31.6;138;autoscout24.ch/en/d/11389605
Mini Cooper;2009;4.9;6.4;-23.4;137.8;148.35;-7.1;170;autoscout24.ch/en/d/11289048
Mini Cooper;2009;4.9;6.4;-23.4;128.15;148.35;-13.6;71;autoscout24.ch/en/d/11561612
Mini Cooper;2009;4.9;6.4;-23.4;113.659;148.35;-23.4;58;autoscout24.ch/en/d/11600974
Mini Cooper;2023;24.8;32.43;-23.5;7.4;10.85;-31.8;85;autoscout24.ch/en/d/11533806
Mini Cooper;2019;15.5;20.3;-23.6;59.5;68.97;-13.7;5;autoscout24.ch/en/d/11728373
Mini Cooper;2014;10.0;13.09;-23.6;67.288;80.31;-16.2;45;autoscout24.ch/en/d/11643029
Mini Cooper;2012;5.9;7.75;-23.9;120.0;131.24;-8.6;107;autoscout24.ch/en/d/11465476
Mini Cooper;2018;13.5;17.78;-24.1;60.9;74.56;-18.3;50;autoscout24.ch/en/d/11620548
Mini Cooper;2014;9.9;13.09;-24.4;68.8;80.31;-14.3;32;autoscout24.ch/en/d/11670446
Mini Cooper;2007;4.6;6.11;-24.7;122.0;130.46;-6.5;161;autoscout24.ch/en/d/11317698
Mini Cooper;2008;5.5;7.35;-25.2;115.5;132.03;-12.5;21;autoscout24.ch/en/d/11696989
Mini Cooper;2011;7.3;9.77;-25.3;78.0;124.29;-37.2;47;autoscout24.ch/en/d/11640021
Mini Cooper;2020;18.99;25.44;-25.4;36.0;46.89;-23.2;44;autoscout24.ch/en/d/11646591
Mini Cooper;2020;18.9;25.44;-25.7;32.0;46.89;-31.8;34;autoscout24.ch/en/d/11664731
Mini Cooper;2019;15.0;20.3;-26.1;51.0;68.97;-26.1;141;autoscout24.ch/en/d/11379478
Mini Cooper;2013;7.99;11.05;-27.7;97.5;119.84;-18.6;36;autoscout24.ch/en/d/11659616
Mini Cooper;2017;10.2;14.18;-28.1;56.8;98.6;-42.4;500;autoscout24.ch/en/d/10385771
Mini Cooper;2016;9.7;13.65;-28.9;79.8;99.09;-19.5;110;autoscout24.ch/en/d/11459425
Mini Cooper;2015;8.9;12.61;-29.4;81.6;109.66;-25.6;55;autoscout24.ch/en/d/11610186
Mini Cooper;2010;4.5;6.42;-29.9;92.0;128.38;-28.3;43;autoscout24.ch/en/d/11640575
Mini Cooper;2017;9.9;14.18;-30.2;79.2;98.6;-19.7;97;autoscout24.ch/en/d/11495860
Mini Cooper;2012;5.4;7.75;-30.3;118.6;131.24;-9.6;1;autoscout24.ch/en/d/11737402
Mini Cooper;2011;6.8;9.77;-30.4;85.0;124.29;-31.6;15;autoscout24.ch/en/d/11711113
Mini Cooper;2016;9.4;13.65;-31.1;94.0;99.09;-5.1;633;autoscout24.ch/en/d/9921902
Mini Cooper;2019;13.9;20.3;-31.5;65.0;68.97;-5.8;20;autoscout24.ch/en/d/11700992
Mini Cooper;2008;4.9;7.35;-33.3;114.077;132.03;-13.6;44;autoscout24.ch/en/d/11638929
Mini Cooper;2006;7.9;11.9;-33.6;68.7;118.23;-41.9;93;autoscout24.ch/en/d/11502176
Mini Cooper;2020;16.9;25.44;-33.6;25.231;46.89;-46.2;265;autoscout24.ch/en/d/11035386
Mini Cooper;2009;3.999;6.4;-37.5;116.094;148.35;-21.7;103;autoscout24.ch/en/d/11479317
Mini Cooper;2016;8.5;13.65;-37.7;93.0;99.09;-6.1;115;autoscout24.ch/en/d/11443746
Mini Cooper;2011;5.999;9.77;-38.6;85.051;124.29;-31.6;79;autoscout24.ch/en/d/11538825
Mini Cooper;2011;5.9;9.77;-39.6;114.945;124.29;-7.5;174;autoscout24.ch/en/d/11276346
Mini Cooper;2013;6.49;11.05;-41.3;113.3;119.84;-5.5;68;autoscout24.ch/en/d/11571060
Mini Cooper;2007;3.5;6.11;-42.7;119.65;130.46;-8.3;24;autoscout24.ch/en/d/11689503
Mini Cooper;2013;5.9;11.05;-46.6;112.6;119.84;-6.0;229;autoscout24.ch/en/d/11125757
Mini Cooper;2002;2.0;3.92;-49.0;150.0;162.34;-7.6;27;autoscout24.ch/en/d/11684941
Mini Countryman;2022;36.5;38.52;-5.2;35.0;37.51;-6.7;205;autoscout24.ch/en/d/11171895
Mini Countryman;2014;11.6;12.29;-5.6;63.2;108.17;-41.6;233;autoscout24.ch/en/d/11114080
Mini Countryman;2014;11.5;12.29;-6.4;88.218;108.17;-18.4;178;autoscout24.ch/en/d/11263387
Mini Countryman;2018;20.9;22.57;-7.4;42.7;78.91;-45.9;394;autoscout24.ch/en/d/10690072
Mini Countryman;2023;37.9;41.85;-9.4;7.0;21.15;-66.9;52;autoscout24.ch/en/d/11624058
Mini Countryman;2015;11.95;13.3;-10.2;76.0;120.72;-37.0;31;autoscout24.ch/en/d/11680318
Mini Countryman;2019;22.9;25.8;-11.2;65.0;73.91;-12.1;633;autoscout24.ch/en/d/9402573
Mini Countryman;2014;10.9;12.29;-11.3;93.065;108.17;-14.0;43;autoscout24.ch/en/d/11642101
Mini Countryman;2013;9.9;11.17;-11.4;114.0;131.86;-13.5;22;autoscout24.ch/en/d/11695344
Mini Countryman;2019;22.85;25.8;-11.4;58.6;73.91;-20.7;141;autoscout24.ch/en/d/11379807
Mini Countryman;2023;36.999;41.85;-11.6;15.2;21.15;-28.1;108;autoscout24.ch/en/d/11471190
Mini Countryman;2014;10.8;12.29;-12.1;93.0;108.17;-14.0;113;autoscout24.ch/en/d/11450889
